review,category,Strength,text_string_lem,trust,surprise,positive,joy,anticipation,TopKeyword,Negative,Positive,Neutral
"


 [Sep 26, 2006]




				Mark Christensen

				Recreational Rider



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Climbing, handling, shifters, braking, good looks. Quality bike and quality local bike shop.


Weakness:
Ride seems a bit firm after hours in the saddle, even with carbon for and post. Might end up with new shorts out of the deal.


Had my eye on this bike for awhile, not wanting to part with the money. The purchase was well worth it. This bike can take all you can dish out. The shifting is precise, the braking excellent. The frame is stiff laterally, but more compliant vertically, but still a firm ride expecially after 50 miles or more,even with carbon post and fork. The wheels are suprisingly strong for low spoke count. Tires haven't needed to be trued even after 1500 miles. The only adjustments needed this year were front derailer and snug up the head set. I did upgrade to a Specialized Avatar seat which fits my bottom better and Continental 3000 tires for less rolling resistance. I wasn't impressed with the stock tires. Tires didn't seem very lively and flatted easily. I've had numerous positive comments as to the good looks of this bike. It holds its own in about any arena. Twice, I've taken the bike to the summit of Trailridge Road in Estes Park CO, no problems up or down. It is a pretty good climber and descender. I'm very satisfied with this bike and have great confidence in it.


Similar Products Used:
Trek 560 had for 20 years.



",Trek1500,climbing  handling  shifters  braking  good looks  quality bike and quality local bike shop ,climbing handling shifters braking good looks quality bike quality local bike shop,0.2,0.2,0.2,0.2,0.2,"['climbing', 'shop', 'quality', 'bike', 'handling', 'shifters', 'braking', 'good', 'local']",0.0,0.209,0.791
"


 [Sep 19, 2006]




				Mitch Davies

				Road Racer



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Stiff ride from the aluminium frame offers great control. Whenever the bike slides, it remains controllable. Ultegra gruppo is excellent, although it will be sublime once I have had my complementary bike service done on it. Tyres are good for stockers, though less rolling resistance would be nice.


Weakness:
The stiff ride, combined with Newcastle, Australia's bad roads makes for some uncomfortable jolts at times. Other than that my only complaint is that my abilities are not up to that of the bikes...yet.


This is my first road bike, and I must say that I am thoroughly impressed. Having ridden mountain bikes throughout my childhood and was instantly addicted by the amazing ease at which the speed comes on one of these things. I was particularly impressed with the entire gearset, which provides slick, accurate shifting as you power into the wind. For the price I paid, as an entry level racing package, I don't think you can beat it unless you spend alittle more and go for say a Cervelo Team Soloist.


Similar Products Used:
My Trek mountain bike is not a patch on this.



",Trek1500,stiff ride from the aluminium frame offers great control  whenever the bike slides  it remains controllable  ultegra gruppo is excellent  although it will be sublime once i have had my complementary bike service done on it  tyres are good for stockers  though less rolling resistance would be nice ,stiff ride aluminium frame offers great control whenever bike slides remains controllable ultegra gruppo excellent although sublime complementary bike service done tyres good stockers though less rolling resistance would nice,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.058823529411764705,"['stiff', 'nice', 'bike', 'ride', 'aluminium', 'frame', 'offers', 'great', 'control', 'slides']",0.0,0.342,0.658
"


 [Sep 14, 2006]




				Anonymous

				Commuter



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Component quality for the price, good feel, lightweight.


Weakness:
Stock tires/tubes are junk, change them out when you get a chance. Not like it needs it day one.


Waited for a few months to write a more objective review. I have ~400 miles on the bike now, and I still love it as much as I did when I got it. Hooked up on a deal with it being a 2005 model, came with Ultegra on the rear, rest is 105. Ride is nice, feels fast, downhills are stable and fun, and it is not too harsh for aluminum. Highly recommended for this price range - excellent fit and excellent bike.


Similar Products Used:
Giant TCR, Giant OCR, Lemonde, Schwinn, Specialized (all test rides)



",Trek1500,component quality for the price  good feel  lightweight ,component quality price good feel lightweight,0.2,0.2,0.2,0.2,0.2,"['component', 'lightweight', 'quality', 'price', 'good', 'feel']",0.0,0.367,0.633
"


 [Sep 13, 2006]




				Anonymous

				Recreational Rider



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
The bike climbs, shifts, and corners well.


Weakness:
The seat is a bit uncomfortable, but I don't yet know if that's me needing to get used to it or if a different seat would be better. I have also noticed the creaking sound during climbing other reviewers have noted, but it doesn't seem to hurt anything.


My bike reviewed is actually a 2006 Discovery Channel edition. Shifters & RD are 105, but the FD & cranks are Ultegra, 2 rings up front. I've been mtn biking for a few years and have only been road riding for about a month - I borrowed a bike to prep for the MS 150 and immediately fell in love with road riding. After a few hundred miles I'm still thrilled with this bike. I also checked out the Trek 1000, 1200, and Giant OCR2 when I decided to go ahead and buy a bike. The 1500 is worth the extra money - even if it means delaying your purchase - the improvement in quality makes a big difference. As in guitars (or anything else) you'll not always be a novice so buying more quality than you need at the moment keeps you from regretting your purchase in a few months. 


Similar Products Used:
Trek 1000, 1200Giant OCR2



",Trek1500,the bike climbs  shifts  and corners well ,bike climbs shifts corners well,0.0,0.0,0.0,0.0,,"['bike', 'climbs', 'shifts', 'corners']",0.0,0.344,0.656
"


 [Sep 05, 2006]




				bradleyp

				Recreational Rider



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Stiffness, acceleration, handling (for a road bike), riding position. Good components for the price. Ultegra cranks and 105 RD work great.


Weakness:
I will swap out the brake pads - they have sub-par stopping power. If that does not work, I'll upgrade the calipers. Also, had problems with the 105 FD popping the chain while switching chainrings going uphill. I tweaked it and all seems good for now - we'll see. I only have about 50 mile on the bike so far.


This is for 2006 model with Discovery graphics - 58cm frame. Like many reviewers here, this is my first road bike. I was a BMX racer in my youth, moved to mountain bikes in college. For the past few years I've been doing family rides on our excellent local trails on my MTB. However, after about 10 miles, it gets pretty taxing and I was unable to keep up with folks on proper road bikes. I went to the LBS thinking I wanted a hybrid, but them tested the Trek 1000 and realized that I wanted a road bike. Tried the 1500, and wow it is a MUCH better feeling bike for only a little more cash. The second day I owned the bike, I did a 15 mile charity ride and was easily able to keep up with the group leaders riding way more expensivbe bikes (and who were way more experienced road riders). I am very happy.


Similar Products Used:
none - always had mountain bikes.



",Trek1500,stiffness  acceleration  handling  for a road bike   riding position  good components for the price  ultegra cranks and     rd work great ,stiffness acceleration handling road bike riding position good components price ultegra cranks work great,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,"['stiffness', 'great', 'acceleration', 'handling', 'road', 'bike', 'riding', 'position', 'good', 'components']",0.0,0.368,0.632
"


 [Sep 03, 2006]




				Cody Joel

				Road Racer



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
comfortable, big improvement over 1000, Ultegra in rear, Team colors, not a rip-off like the 1000, frame warinity is also very nice


Weakness:
minor, creaking noise while climbing (crank or front wheel maybe?), 105 front derailuer often gets stuck between chain rings while changing gears


Over all the 1500 SLR is excelent for riders who need a bike for the first couple of years, not very good in category 4 or up races, i'm pleased with the componets and paint scheme, if your thinking about buying a Trek 1000 or a 1200 definitly pay the extra cash for the 1500


Similar Products Used:
LeMond Reno



",Trek1500,comfortable  big improvement over       ultegra in rear  team colors  not a rip off like the       frame warinity is also very nice,comfortable big improvement ultegra rear team colors rip like frame warinity also nice,0.4,0.0,0.2,0.2,,"['comfortable', 'nice', 'big', 'improvement', 'ultegra', 'rear', 'team', 'colors', 'rip', 'frame']",0.0,0.563,0.437
"


 [Aug 06, 2006]




				Anonymous

				Road Racer



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
weight, looks, bang for buck, smoothness, riding postion, components


Weakness:
very little tiny things, the front wheel creaks when pedaling hard up hill, its very slight but its there. i havent figured out what it is yet.


my first road bike, rides very nicely, you can reallt cover some ground on this bad boy. extremely light and agile. this is the bike you want if youre looking for a road bike in the 1 grand range





",Trek1500,weight  looks  bang for buck  smoothness  riding postion  components,weight looks bang buck smoothness riding postion components,0.05,0.15,0.15,0.05,0.05,"['weight', 'components', 'bang', 'buck', 'smoothness', 'riding', 'postion']",0.0,0.0,1.0
"


 [Aug 06, 2006]




				Jason

				Recreational Rider



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
The fork absorbs quite a bit of road viberation and the frame is quite forgiving but also very snappy under hard acceleration. The 105 shifters work perfect. I got the 2 chainring version instead of 3.


Weakness:
Problems: The front and rear wheels creak when I stand to pedal, my bike shop has not been able to explain the problem. The rear tire devloped a bump at about 700 miles and had to be replaced. The crank arms need tightening every 250 miles or so.


2006 Trek 1500 After 930 miles this is what I think about the bike. I really love this bike,  Overall I am very pleased with this bike. Unbeatable value for the price!


Similar Products Used:
Great Value!



",Trek1500,the fork absorbs quite a bit of road viberation and the frame is quite forgiving but also very snappy under hard acceleration  the     shifters work perfect  i got the   chainring version instead of   ,fork absorbs quite bit road viberation frame quite forgiving also snappy hard acceleration shifters work perfect got chainring version instead,0.3333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,"['fork', 'absorbs', 'bit', 'road', 'viberation', 'frame', 'forgiving', 'snappy', 'hard', 'acceleration']",0.055,0.273,0.672
"


 [Aug 03, 2006]




				Nejc

				Recreational Rider



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Price, ultegra, frame


Weakness:
Seat, seat and chain stay should be from carbon


Great bike for first road bike. Ultegra works great and the frame is OK.





",Trek1500,price  ultegra  frame,price ultegra frame,0.0,0.0,0.0,0.0,,"['price', 'frame', 'ultegra']",0.0,0.0,1.0
"


 [Jul 27, 2006]




				Anonymous

				Triathlete



OVERALLRATING

1


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Fairly lightweight at 19 lbs.Smooth shifting. Can be upgraded and will keep up with any aluminum bike on the road. Strong up the hills.Excellent paint and accessories.


Weakness:
Seat hurts, but what seat doesn't.


2006 Trek 1500. I previously owned a mid 90's Trek 1200 14 speed. I had upgraded the bike to STI shifters and had the bike tuned. I have begun competing in Triathlons and found that my friends were killing me on the cycling portion of the race. I had spent about the same amount of time training on the bike as my peers was being beat by 9 or 10 minutes in just 15 miles. I decided to look into upgrading and it was the best decision I could have made. After my first ride which was windy, I had already gained 1.5 miles per hour average and the course was quite a bit hillier than the course I normally ride. This bike allows you to power up the hills, and really accelerate down the hills and in the flats. At one point I actually got a little scared because I was not used to going that fast. I was able to reach much greater speeds with less effort. This bike is a steal for the price I paid. I added on DEDA Aero bars and wireless speedometer.


Similar Products Used:
Trek 1200



",Trek1500,fairly lightweight at    lbs smooth shifting  can be upgraded and will keep up with any aluminum bike on the road  strong up the hills excellent paint and accessories ,fairly lightweight lbs smooth shifting upgraded keep aluminum bike road strong hills excellent paint accessories,0.4,0.0,0.4,0.2,,"['fairly', 'accessories', 'lightweight', 'lbs', 'smooth', 'shifting', 'upgraded', 'aluminum', 'bike', 'road']",0.0,0.35,0.65
"


 [Jul 21, 2006]




				derekgaddy

				Recreational Rider



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Graphics and color schemeLight weightEase of shifting


Weakness:
The chain has fallen off a few times - might be user error getting used to shifting gears. I'll have the shop take a look when I get a tune-up.


It's been quite sometime since I was on a road bike. I'm an avid runner in the summer but the knees just can't hold up anymore. I have a friend that has been biking for years and he really enjoys the riding and exercise. A few months ago I decided to do some research around rode bikes and narrowed my choices down to the Trek 1500 and 5000. I felt the 1500 was a better for what I needed to get out of the bike so that's what I bought. After 3 weeks I couldn't be happier with my purchase. The fit and finish is top quality. The ride is smooth but at the same time it feels sturdy. In 3 weeks I have 150+ miles.





",Trek1500,graphics and color schemelight weightease of shifting,graphics color schemelight weightease shifting,0.0,0.0,0.0,0.0,,"['graphics', 'shifting', 'color', 'schemelight', 'weightease']",0.0,0.0,1.0
"


 [Jul 10, 2006]




				Rex Reed

				Triathlete



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Good frame and compononents(mostly). Floats up hills and transfers power to the ground efficiently. Really good looking.


Weakness:
Handle bars awkward. Drops are find but the rest is so-so. Tape on handle bars from factory came undone.


This is my first road bike. I decided I wanted to compete in triathalons and asked around to see what would fit all my needs. I ride my bike everywhere I go. It's mid July now and I haven't filled my gas tank in my truck since the first week of May. I put about 150 miles on my bike a week and I carry everything I need in a backpack. I'm not a fan of the handlebars. The drops are fine but the rest is kind of awkward. I like the seat. The tape on the handle bars came undone in the first 2 weeks. beautiful paintjob. Light as feather and stronge as ox. Takes my daily commute like a champ and keeps me in contention in my tri races.


Similar Products Used:
First road bike but I've had a couple Trek hybrid style bikes.



",Trek1500,good frame and compononents mostly   floats up hills and transfers power to the ground efficiently  really good looking ,good frame compononents mostly floats hills transfers power ground efficiently really good looking,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,"['good', 'frame', 'compononents', 'floats', 'hills', 'transfers', 'power', 'ground', 'efficiently']",0.0,0.459,0.541
"


 [Jun 06, 2006]




				Anonymous

				Road Racer



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Good value. (Unless you are a pro racer, its all negligable. People spend too much money on a bike when more miles would help them more)


Weakness:
I did a mountain climb race up Wintergreen and the shifting could have been better. Have Ultegra rear which came stock.


I have put alot of miles on this bike and used it for collegiate racing. No problems.





",Trek1500,good value   unless you are a pro racer  its all negligable  people spend too much money on a bike when more miles would help them more ,good value unless pro racer negligable people spend much money bike miles would help,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,"['good', 'pro', 'racer', 'negligable', 'people', 'spend', 'money', 'bike', 'miles']",0.0,0.421,0.579
"


 [Jun 05, 2006]




				keebwan

				Road Racer



OVERALLRATING

3


★★★★★
★★★★★









VALUERATING
4


★★★★★
★★★★★






Strength:
Ultegra rear derailleur shifts nicely. Requires minor adjustments after a few hilly days as any other bike. Pretty light bike considering the component setup...i think somewhere around 22. Carbon Fork and seatpost. dampen some of the rattling. All around good deal for your money though


Weakness:
ive noticed a lot of flex going on in the bottom bracket area just due to the lower end frame make. Not too thrilled about the weight of the Bontrager select wheels, although durable. A lot of rattling from the road, not much gets absorbed. I hate the saddle. After a while it really starts to soften and flex creating some minor back pain every now and then on the trainer.


For an entry level training bike to a just for fun cruiser this is a pretty good starter bike. I started biking about one and a half years ago and i have put a little over 4000 on it, so obviously i have noticed alot. Basically some pretty reliable components put on a basic frame made out of aluminum.....you get the picture. Definitely not something you would buy if your a serious racer. but really good for training. I would really advise going up to the 2200 and get carbon if your willing to spend a little extra cash, cause its really not worth it to put new expensive parts on this bike unless your goignt to get a new bike and your getting the components first


Similar Products Used:
Trek 1000, Felt f4c



",Trek1500,ultegra rear derailleur shifts nicely  requires minor adjustments after a few hilly days as any other bike  pretty light bike considering the component setup   i think somewhere around     carbon fork and seatpost  dampen some of the rattling  all around good deal for your money though,ultegra rear derailleur shifts nicely requires minor adjustments hilly days bike pretty light bike considering component setup think somewhere around carbon fork seatpost dampen rattling around good deal money though,0.19047619047619047,0.14285714285714285,0.19047619047619047,0.19047619047619047,0.19047619047619047,"['ultegra', 'bike', 'rear', 'derailleur', 'shifts', 'nicely', 'requires', 'minor', 'adjustments', 'hilly']",0.0,0.25,0.75
"


 [Jun 01, 2006]




				Terry Brahm

				Recreational Rider



OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
4


★★★★★
★★★★★






Strength:
Handles well, has good giddup. Steering is smooth, comfortable for longer rides.


Weakness:
gears wear a little crunchy, especially the higher gears on each sprocket


For a good entry level bike, it would hard to go wrong with the Trek 1500. I bought a 2006 today and just got back from a little spin. Very solid bike, good bang for your buck.





",Trek1500,handles well  has good giddup  steering is smooth  comfortable for longer rides ,handles well good giddup steering smooth comfortable longer rides,0.2,0.2,0.2,0.2,0.2,"['handles', 'rides', 'good', 'giddup', 'steering', 'smooth', 'comfortable', 'longer']",0.0,0.58,0.42
"


 [May 24, 2006]




				vanjr

				Recreational Rider



OVERALLRATING

3


★★★★★
★★★★★









VALUERATING
3


★★★★★
★★★★★






Strength:
price. so far no problems. i don't think my ability to keep up on group rides is diminished by the bike. the more i bike the better i keep up, while the converse is also true.


Weakness:
rides seem rough. does anyone really get comfortable on a road bike?? if i can ever afford another bike i'll see, but to date i doubt it.


pretty good, but lets not get carried away. this is an entry level road bike. i don't think any entry level bikes should be given a ""5"" rating overall. i think spending 800 dollars more is worth it if you can afford it to get a softer ride.


Similar Products Used:
none



",Trek1500,price  so far no problems  i don t think my ability to keep up on group rides is diminished by the bike  the more i bike the better i keep up  while the converse is also true ,price far problems think ability keep group rides diminished bike bike better keep converse also true,0.2,0.0,0.4,0.2,,"['price', 'true', 'bike', 'problems', 'ability', 'group', 'rides', 'diminished', 'converse']",0.119,0.352,0.529
"


 [May 23, 2006]




				Anonymous

				Commuter



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Well spec'd out bike for the price.


Weakness:
Tires don't stand up very well! I've been using it on a trainer and it doesn't take much to shred the rear tire!


For the price this is a great bike, since I got it a couple of years ago I've put 3000 kilometers on it without any break downs or problems.


Similar Products Used:
Trek 5500; even though the 5500 is full carbon and twice the price they are both very similar in look, feel and handling.



",Trek1500,well spec d out bike for the price ,well spec bike price,0.0,0.0,0.0,0.0,,"['price', 'spec', 'bike']",0.0,0.412,0.588
"


 [May 19, 2006]




				Anonymous

				Recreational Rider




OVERALLRATING

3


★★★★★
★★★★★









VALUERATING
3


★★★★★
★★★★★






Strength:
The Trek 1500 is a beautiful bike. Some excellent parts. Fun to ride and look at. Excellent performer once I spiffed it up.


Weakness:
Too much junk mixed in with the good. Would not recommend for anyone who just wants to buy a bike and ride it, without getting into the upgrades.


I'm a year into road-biking and agressively learning all I can about the sport. My first bike was a Masi Nouva Strada, which I still own and use while I'm in Hawaii. The Trek is my home bike in New Hampshire. I love both bikes, but I have a problem with what I find is an uneven build on the Trek. The frame, fork, handlebar (although I've replaced it with an EC-90), wheelsets, cassette seem good. The Ultegra rear derailleur is excellent. But, the saddle and (no-name)brakes were terrible and immediately replaced. The tires went pretty quickly, replaced with narrower 23's, and it performs much better. After about five hundred miles, the front chainring was throwing the chain due too wear (it was a no name set of steel gears with Bontrager cranks) and the bottom bracket (a bottom grade Giga Pip) was squeaking. I changed them out with Ultegras and they are much better. I've had trouble from day one with the 105 front derailleur (as have two real bike mechanics) and have ordered an Ultegra hoping that will help. I love riding the bike, and I love tinkering, so it hasn't been too big an imposition. But, it seems like a tremendous amount of work almost necessary on a new bike. My Masi has been maintenance free (other than routine) with a full Shimano Deore package that works great, with a few more miles on it than the Trek.


Similar Products Used:
Masi Nouva Strada



",Trek1500,the trek      is a beautiful bike  some excellent parts  fun to ride and look at  excellent performer once i spiffed it up ,trek beautiful bike excellent parts fun ride look excellent performer spiffed,0.16666666666666666,0.0,0.4166666666666667,0.3333333333333333,0.08333333333333333,"['trek', 'spiffed', 'excellent', 'beautiful', 'bike', 'parts', 'fun', 'ride', 'performer']",0.0,0.676,0.324
"


 [May 17, 2006]




				Anonymous

				Recreational Rider




OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Smooth ride for an aluminum frame. Ultegra rear derailleur. Good power transfer. Cool color scheme. Overall value.


Weakness:
Front derailleur can be a little sloppy. Stock pedals and brake pads suck. New tires would be a good idea too.


After hearing ""passing on your left"" too many times on my MTB, I decided to invest in a road bike. My choices came down to the Giant OCR 1 and the Trek 1500 (both 2006 models). I chose the 1500 based on the Ultegra rear derailleur (most of the other components were comparable) and because it was on sale. Overall, I'm very well satisfied. It's nimble with excellent power transfer, light-weight, and shifts like a dream compared to my MTB clunker, although the front der sometimes needs a little extra attention. My only regret is going with a triple crank instead of the double, being that I never find myself needing the ""granny gear"" like I did with my MTB. Otherwise, a great choice for the entry level rider who demands performance and comfort.


Similar Products Used:
Tested the Giant OCR 1.



",Trek1500,smooth ride for an aluminum frame  ultegra rear derailleur  good power transfer  cool color scheme  overall value ,smooth ride aluminum frame ultegra rear derailleur good power transfer cool color scheme overall value,0.125,0.125,0.25,0.125,0.125,"['smooth', 'ride', 'aluminum', 'frame', 'ultegra', 'rear', 'derailleur', 'good', 'power', 'transfer']",0.0,0.388,0.612
"


 [May 15, 2006]




				Anonymous

				Recreational Rider




OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Handling and ride. The 105 shifters, front der. + ultegra rear work well together. The Bontrager select wheels are fairly heavy but mine have held up inspite of some heavy, sometimes rough use.


Weakness:
brake calipers, get 105s! The Bontrager Select tires must go as well, upgrage to Conti gator skin or GP3000's. The stock saddle isn't that bad, I really switched for I wanted to try the cut out type + the Koobi is alot lighter.


Purchased this '05 model during Labor day weekend '04. It was my first bike purchase since the mid '80s to get me back into road riding. I did some research before pulling the trigger and the 1500 seemed like the way to go and it has been a great bike. after 500 miles, I switched out the calipers (which, beside the stock tires and saddle are the bikes only draw backs) with silver 105's, put on Conti GP 3000's and a Koobi AU Enduro saddle. I also switched out the 42 tooth middle ring with a 39 so now I'm dealing with a 52/39/30 and a 12/25 cassette so things never get so steep (at least to date and this includes several mtn rides in N. Georgia) that we haven't been able to handle. The red/white & blue paint is a bit flashy for my tastes but I've grown to like it. All in all, the Trek 1500 is an excellent bike (especially for the money), a major value if you will.


Similar Products Used:
Test rode Giant OCR + couple of Specialized bikes prior to purchaing the Trek.



",Trek1500,handling and ride  the     shifters  front der    ultegra rear work well together  the bontrager select wheels are fairly heavy but mine have held up inspite of some heavy  sometimes rough use ,handling ride shifters front der ultegra rear work well together bontrager select wheels fairly heavy mine held inspite heavy sometimes rough use,0.3333333333333333,0.0,0.3333333333333333,0.0,,"['handling', 'heavy', 'ride', 'shifters', 'front', 'der', 'ultegra', 'rear', 'work', 'bontrager']",0.0,0.091,0.909
"


 [Apr 23, 2006]




				Anonymous

				Recreational Rider




OVERALLRATING

4


★★★★★
★★★★★









VALUERATING
4


★★★★★
★★★★★






Strength:
High quality aluminum frame, great looks, Ultegra rear derailleur, overall great ride.


Weakness:
Finicky front derailleur (105). (Maybe it would work smoother with a double vs. a triple crank). Also, I think this bike should have SPD505 or -520 pedals standard.


This is for the 2006 model. I'm an entry level roadie, having used more traditional bikes, an old steel road bike from the 70's and a mountain bike. I was originally considering a Trek 1000 or 1200, as well as the Giant OCR 2. After reading reviews here, and studying components, I decided to go with this bike. The experience so far has been great. Compared to my previous rides, this was like upgrading from a sedan to a sports car. The frame is responsive, not too harsh. Power to the pedals gets directly to the rear wheel without any lag. Cornering at speed feels very stable- almost like being on rails.  I had some trouble with the saddle at first, but found a few tweaks in the adjustment solved it. (For me, it was bringing the nose up slightly- which keeps the biggest part of my buhunkus on the widest part of the saddle.) The appearance of the frame is very impressive for this price range. The color looks cool, and the aluminum frame looks like it came out of a mold- no weld marks. I've had to do some adjusting on the front derailleur (Shimano 105) to curb it's tendency to spit the chain off. Fortunately, Felix, the service guy at the LBS was able to cure it. On the other hand (or other end of the drive train) the Ultegra in the rear has been flawless. Personally, I've never experienced shifting this precise and smooth. If you're looking for a quality road bike, at an entry level price, this is a great pick.    


Similar Products Used:
70's steel road bike, and Giant mountain bike.



",Trek1500,high quality aluminum frame  great looks  ultegra rear derailleur  overall great ride ,high quality aluminum frame great looks ultegra rear derailleur overall great ride,0.0,0.0,0.0,0.0,,"['high', 'ride', 'great', 'quality', 'aluminum', 'frame', 'ultegra', 'rear', 'derailleur']",0.0,0.451,0.549
"


 [Apr 23, 2006]




				Paul Fithian

				Road Racer



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Excellent frame and compnents, especially if you can find one set up with the Ultegra drivetrain and shifters. Bontrager wheelset is great.


Weakness:
Nothing unique, almost everyone has a Trek. But try to find a better deal in the bike market.


This review is for a 2006 Trek 1500 in the Discovery Channel paint scheme. I found this bike recently a local shop, set up with Ultegra shifters, crank, and derailleurs. It seems Trek built a limited number of these, normally it comes with 105 shifters/front derailleur and a Bontrager crank. I was able to put 70 miles on this bike the first day, it is an excellent ride. I can only compare it to the 35 year old Peugeot PX-10 I've been riding for all those years. I don't think there is a better deal in the bike market right now.


Similar Products Used:
Peugeot PX-10, 1972. Modern bike technology is much better!



",Trek1500,excellent frame and compnents  especially if you can find one set up with the ultegra drivetrain and shifters  bontrager wheelset is great ,excellent frame compnents especially find one set ultegra drivetrain shifters bontrager wheelset great,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,,"['excellent', 'great', 'frame', 'compnents', 'find', 'set', 'ultegra', 'drivetrain', 'shifters', 'bontrager']",0.0,0.415,0.585
"


 [Apr 08, 2006]




				Anonymous

				Recreational Rider



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Body frame is like a mold..no welding scars..Components are really good..Ultegra, Shimano 105 and the ride is solid..


Weakness:
None


I have enjoyed reading the reviews on this site which helped me quite a bit in making my decision regarding the recent purchase of my Trek 1500. Many years ago I was an avid cyclist..my main bike was a Centurion Ironman which I traded my brother for in the late 80's..he eneded up with my MTN and I ended up with a pretty nice road bike for the time. I was a cycling enthusiast back then...rode all the time and subscribed to all the Bicycling magazines..you name it I was hooked! But over the years cycling took a back seat to raising a family and developing a career..but the cycling bug hit me again recently and I began to seriously consider getting back into it..my first thought was to overhaul my Centurion but after pulling it out of the attic and dusting off all the years it dawned on me that bikes had evolved over the years and it would make much more sense to jump into the new technologies! Well..after talking to a couple of cycling enthusiasts I slowly made my way through the local bike shops...surfed the net..sites such as this..and read Bicycling's buyer's guide...armed with all this knowledge and resources and with the help of a very well informed sales guy I made the plunge and purchase a Trek 1500 just last weekend! Let me tell you...that afternoon I took it out for an 8 mile ride around my beatiful, tree lined neighborhood and was in bike heaven!! The technology has changed and for the better! The carbon fiber forks and seatpost provided a vibration free ride and the Ultegra rear deraillera and 105 components as well as the Bontrager wheelset..etc made for a very nice ride indeed! I love the look of this bike..no welding scars..fairly light and well equipped for under a grand! I plan on riding it a lot in the next few weeks and months and will come back with a revised review but for the moment I am greatly pleased with my choice and with the addition of a Trek Incite computer have enjoyed tracking my mileage and average speed..etc.. This bike has dropped 10 years from this middle aged body of mine and I hope to participate in some charity races in the near future! I would highly recommend this bike to anyone looking to spend at the most $1000..you definitely get your money's worth and more!! The components are all solid and the bike is aesthetically pleasing to the eye!! Nice Discovery Team colors..it's a 2006 by the way!  There is not a better way I can think of to get in shape..it all goes back to your childhood when your bike was the most important possession of your young life...I think that even holds true in adult years.. Go get one today..you won't be disappointed...


Similar Products Used:
Centurion Ironman



",Trek1500,body frame is like a mold  no welding scars  components are really good  ultegra  shimano     and the ride is solid  ,body frame like mold welding scars components really good ultegra shimano ride solid,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,"['body', 'solid', 'frame', 'mold', 'welding', 'scars', 'components', 'good', 'ultegra', 'shimano']",0.0,0.422,0.578
"


 [Mar 29, 2006]




				smw

				Recreational Rider



OVERALLRATING

5


★★★★★
★★★★★









VALUERATING
5


★★★★★
★★★★★






Strength:
Price and value. 105 and Ultegrawarranty


Weakness:
none found yet, I bought a great pair of riding shorts and have had no problems with the seat. The brake pads are'nt real good on steep decents(15% or greater) but thats just a pad change.


Bike is a 2006. Very happy with this bike. Im a mt biker that wants to cross train on the road. Fast, responsive, comfortable. great looking bike. Weight is just over 21lbs for a 63cm. If I continue to enjoy the road riding I will step up to a Madone, but still keep this bike for the wet days.


Similar Products Used:
None Im a mt biker



",Trek1500,price and value      and ultegrawarranty,price value ultegrawarranty,0.0,0.0,0.0,0.0,,"['price', 'ultegrawarranty']",0.0,0.545,0.455
