category,raw_reviews,analyze_reviews,Negative,Neutral,Positive,fear,anger,sadness,disgust,TopKeyword
Trek2100,the seat was the worst   change that asap  the race wheels are not greati bought this bike to start riding bikes and get fit again  once i started to scycle i loved it  this was a great bike to buy because the fram is pretty good and the bike has enough features that you don t grow out of it fast  this was a great first bike to have  i have ranked this bike a    beacuse it s not the top end bike  buy it is a nice bike similar products used just got a guru crono alu,seat worst change asap race wheels greati bought bike start riding bikes get fit started scycle loved great bike buy fram pretty good bike enough features grow fast great first bike ranked bike beacuse top end bike buy nice bike similar products used got guru crono alu,0.061,0.564,0.375,0.05,0.0,0.0,0.0,"['bike', 'buy', 'great', 'seat', 'alu', 'worst', 'change', 'asap', 'race', 'wheels']"
Trek2100,the seat is crappy  but to be honest i switched it out when i bought the bike  the bottom bracket is begining to creek   the cane creek brakes need to be pushed square from time to time but i think most road brakes are that way this bike is great  i have had it about   months  but i waited to have a full season to give it a honest review  i probably have about a       miles on it and i have done one dualatlon and two tri s with it  i have a   cm and i am       and it fits me well  i highly recommend the bike rack  hal   one of the owners  spent an hour with me fitting the bike and did not charge me an extra cent  i have put some decent miles on it and it still has not been back for a tune up  i could not affoard a full carbon bike  so i appriciate the carbon stays  i guess i really do not know any better becasue i came riding a mt  bike similar products used none  as stated above first road bike,seat crappy honest switched bought bike bottom bracket begining creek cane creek brakes need pushed square time time think road brakes way bike great months waited full season give honest review probably miles done one dualatlon two tri fits well highly recommend bike rack hal one owners spent hour fitting bike charge extra cent put decent miles still back tune could affoard full carbon bike appriciate carbon stays guess really know better becasue came riding bike similar products used none stated first road bike,0.036,0.775,0.189,0.0833333333333333,0.1111111111111111,0.1111111111111111,0.0555555555555555,"['bike', 'honest', 'creek', 'brakes', 'time', 'road', 'full', 'miles', 'carbon', 'seat']"
Trek2100,  seat  brakes could be better  a few  creaking  noises when climbing uphilli d been riding a trek      hybrid for about two or three years and have wanted to upgrade to a road bike for some time  after a little research  i decided the      had most of things i wanted  plus  amx had it in their membership rewards program   now that i ve had the bike for about three months i wonder why i didn t upgrade sooner  it s been exactly what i was hoping for in an entry level machine  it s light  responsive  fast  and maybe most important reliable   since i m not the best mechanic  the bike came with mostly     componentry and ultegra for the rear deraileur  generally  i m impressed with how smooth each shift is  however  at times i do have trouble going from the small chain ring to the big chain ring in the front  i may have my local shop take look to see if it needs adjusting  i did upgrade the pedals to     s  and will probably get a new seat soon  the one it came with just doesn t cut it  since i m new to the sport  i can t decide if brakes on a road bike just don t work as well as on other bikes  or if the cane creek brakes need to be upgraded similar products used trek       if you call that similar ,seat brakes could better creaking noises climbing uphilli riding trek hybrid two three years wanted upgrade road bike time little research decided things wanted plus amx membership rewards program bike three months wonder upgrade sooner exactly hoping entry level machine light responsive fast maybe important reliable since best mechanic bike came mostly componentry ultegra rear deraileur generally impressed smooth shift however times trouble going small chain ring big chain ring front may local shop take look see needs adjusting upgrade pedals probably get new seat soon one came cut since new sport decide brakes road bike work well bikes cane creek brakes need upgraded similar products used trek call similar,0.038,0.786,0.177,0.0625,0.0625,0.0,0.0,"['bike', 'brakes', 'upgrade', 'road', 'chain', 'ring', 'seat', 'trek', 'wanted', 'similar']"
Trek2100,losts of frame flexthe seat sucks replace it before you leave the storewheels aren t greatthis is the second year i have had this bike   it is a good commuter recreational bike  i bought the bike to train for mountain bike racing and start to get into road racing  it is not a race bike unless you have no power   i rip the chain off the big ring all the time  do to frame flex  i first lost the chain sprinting  the club i race with told me to try lossening me grip on the bar  that helped but it is not confidence inspiring to sprint without closing your hands on the bar  i have also lost the chain setted powering up climbs  so let me be clear this bike is not bad but may not be the best for a powerfull guy getting into racingsimilar products used cannondalecervelo,losts frame flexthe seat sucks replace leave storewheels greatthis second year bike good commuter recreational bike bought bike train mountain bike racing start get road racing race bike unless power rip chain big ring time frame flex first lost chain sprinting club race told try lossening grip bar helped confidence inspiring sprint without closing hands bar also lost chain setted powering climbs let clear bike bad may best powerfull guy getting racingsimilar products used cannondalecervelo,0.127,0.702,0.171,0.074074074074074,0.037037037037037,0.1481481481481481,0.037037037037037,"['bike', 'chain', 'lost', 'frame', 'racing', 'race', 'bar', 'cannondalecervelo', 'flexthe', 'seat']"
Trek2100,cane creek brakes come out of alignment every once in a while i bought this bike in september last year  and have ridden it around      miles since  it s a really nice bike  i ve taken it on a one night cycle camping trip with a    pound load  and it held a line really well   the only thing i can find to complain about is that the cane creek   brakes are always coming out of alignment  it s easy enough to fix  just a few turns of a screw  but it can be annoying on longer rides   the stock saddle is also a bit hard  but it s not too bad   i ve ridden on it      miles and i m not dead yet  though i am planning to get another one   it is a good bike  though  great for a beginner wanting a good bike that won t need upgrading unless you want to become a racer  and even then it could suffice similar products used older steel bianchi ,cane creek brakes come alignment every bought bike september last year ridden around miles since really nice bike taken one night cycle camping trip pound load held line really well thing find complain cane creek brakes always coming alignment easy enough fix turns screw annoying longer rides stock saddle also bit hard bad ridden miles dead yet though planning get another one good bike though great beginner wanting good bike need upgrading unless want become racer even could suffice similar products used older steel bianchi,0.147,0.67,0.182,0.088235294117647,0.1764705882352941,0.1176470588235294,0.0294117647058823,"['bike', 'creek', 'cane', 'brakes', 'good', 'alignment', 'ridden', 'miles', 'bianchi', 'bought']"
Trek2100,tct carbon sucks compared to oclv carbon  see summary above i really bought the bike at            tax but i upgraded the     to an ultegra  the bontrager select stem to an easton ea    the bontrager race lite to a shimano wh r     the tires from bontrager to kenda kaliente anyway the bike has been great  fast acceleration  very light because of trek s exclusive zr     alloy  an is relatively cheap for its type  especially when i bought it during the trek discount says  there is just one problem i got with the bike  the carbon seatstays are not as good as the oclv carbon  because just after using the bike for about     kilometers without crashes  i found a void with a small  mm crack just behind the brake caliper  it s minor but it s still a visible air pocket similar products used felt f  ,tct carbon sucks compared oclv carbon see summary really bought bike tax upgraded ultegra bontrager select stem easton bontrager race lite shimano tires bontrager kenda kaliente anyway bike great fast acceleration light trek exclusive alloy relatively cheap type especially bought trek discount says one problem got bike carbon seatstays good oclv carbon using bike kilometers without crashes found void small crack behind brake caliper minor still visible air pocket similar products used felt,0.064,0.832,0.104,0.0625,0.0,0.125,0.0,"['carbon', 'bike', 'oclv', 'bontrager', 'bought', 'trek', 'tct', 'felt', 'sucks', 'compared']"
Trek2100,saddle  and tct carbonmy      is worth       because i upgraded it with a full ultegra    speed groupset  the bike works nicely  it accelerates fast and it s lighter than many bikes of its category because of its zr      the bontrager bzzzkills and carbon fiber seat stays make the ride very smooth  although the carbon fiber is nothing too special  it is only tct and with only about     kilometers on it without scratches  i have already discovered a void just behind the rear brake caliper  there is a small crack about  mm in length which may have caused the air pocket similar products used specialized,saddle tct carbonmy worth upgraded full ultegra speed groupset bike works nicely accelerates fast lighter many bikes category bontrager bzzzkills carbon fiber seat stays make ride smooth although carbon fiber nothing special tct kilometers without scratches already discovered void behind rear brake caliper small crack length may caused air pocket similar products used specialized,0.039,0.878,0.083,0.0,0.0,0.0,0.0,"['carbon', 'fiber', 'saddle', 'specialized', 'tct', 'carbonmy', 'worth', 'upgraded', 'full', 'ultegra']"
Trek2100,the seat is uncomfortable and a little wide for my liking  it will be going soon  the bontrager tires take a little getting used to and they track funny at anything over   mph  when new  they need time to break in a little  although they are very tough  no punctures yet well this is my first road bike  and it has been a blast  i read a lot of reviews about various products on this site  and i demo d a few before i stuck with the       i originally planned on going cheap with my entry level purchase  but i ended up with a little extra so i went for the       this is a great entry level bike for somebody considering getting into road  the bike handles well  eats up most bumps well and has been nearly trouble free  i m nearing    mi  and i have yet to have any major breakdown of the stock components  the front derailer could use a little adjustment  but other then that the bike is very solid  if you re debating a road bike purchase  give this one a try at least  you might be suprised ,seat uncomfortable little wide liking going soon bontrager tires take little getting used track funny anything mph new need time break little although tough punctures yet well first road bike blast read lot reviews various products site demo stuck originally planned going cheap entry level purchase ended little extra went great entry level bike somebody considering getting road bike handles well eats bumps well nearly trouble free nearing yet major breakdown stock components front derailer could use little adjustment bike solid debating road bike purchase give one try least might suprised,0.079,0.734,0.187,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0,"['bike', 'road', 'entry', 'level', 'purchase', 'seat', 'suprised', 'uncomfortable', 'wide', 'liking']"
Trek2100,replace the saddle with a fizik  you won t regret it rides so much better than my trek       i ve rode this bike      miles  and i have yet to have a single problem  i ve climbed mountains  rode centuries  raced collegiately  and this bike has performed flawlessly  furthermore  it soaks up the road vibrations extremely well for an aluminum frame  i attribute this to the carbon seat stays  i would recommend the      to the cyclist who doesn t want to spend a pirates treasure on a bike  yet desires performance similar products used trek     ,replace saddle fizik regret rides much better trek rode bike miles yet single problem climbed mountains rode centuries raced collegiately bike performed flawlessly furthermore soaks road vibrations extremely well aluminum frame attribute carbon seat stays would recommend cyclist want spend pirates treasure bike yet desires performance similar products used trek,0.091,0.693,0.216,0.0909090909090909,0.0,0.1818181818181818,0.0,"['bike', 'trek', 'rode', 'replace', 'saddle', 'fizik', 'regret', 'rides', 'miles', 'single']"
Trek2100,stock crank bottom bracket  older   speed       brifters  crane creek brakesi was looking for a bike to replace an old steel touring bike i first started riding on and the sales women suggested this and a few other  more expensive  kleins  this rode just as well as the kleins  after over      miles  the stock wheels are still true  but i have gone through three bottom brackets  i ve crashed a few times durring races and the bike has came out and very good shape consideringsimilar products used trek                klein q pro xv,stock crank bottom bracket older speed brifters crane creek brakesi looking bike replace old steel touring bike first started riding sales women suggested expensive kleins rode well kleins miles stock wheels still true gone three bottom brackets crashed times durring races bike came good shape consideringsimilar products used trek klein pro,0.0,0.86,0.14,0.0,0.0,0.2,0.0,"['bottom', 'bike', 'pro', 'stock', 'kleins', 'crank', 'older', 'speed', 'brifters', 'crane']"
Trek2100,saddle not mind boggling bought this as my first road bike  just wanted to get into the business  it has been fantastic on all levels    part rookie excitement    part great bike  and   part great price  ultegra front rear have been flawless  brakes and     flight deck are  fine   haven t wrecked yet so how can i complain  light  fast bike  quick off the line and up hills  i ve smoked many friends who ve ridden longer than me and spend much more    similar products used trek      ,saddle mind boggling bought first road bike wanted get business fantastic levels part rookie excitement part great bike part great price ultegra front rear flawless brakes flight deck fine wrecked yet complain light fast bike quick line hills smoked many friends ridden longer spend much similar products used trek,0.037,0.615,0.348,0.0833333333333333,0.1666666666666666,0.1666666666666666,0.0,"['part', 'great', 'bike', 'saddle', 'trek', 'mind', 'boggling', 'bought', 'road', 'wanted']"
Trek2100,    high front gears do not work all the time  went to new england and had soooo much trouble with them bought the bike in march of    and had trouble shifting the front high grear with my     s  had it back in the shop now  times and twice with another bike shop  the gear does not shift when you want it to  only sometimes  a friend bought the woman s frame and it came with ultegras  i ve been riding for    years now similar products used trek      carbon frame  no problems what so ever  heavier bicycle  couldn t update the gears for climbing or frame would break,high front gears work time went new england soooo much trouble bought bike march trouble shifting front high grear back shop times twice another bike shop gear shift want sometimes friend bought woman frame came ultegras riding years similar products used trek carbon frame problems ever heavier bicycle update gears climbing frame would break,0.131,0.795,0.073,0.0,0.0,0.0,0.0,"['frame', 'break', 'high', 'front', 'trouble', 'bought', 'bike', 'shop', 'gears', 'work']"
Trek2100,saddle really sucks  if that s all i have to complain about  it s a pretty sweet bike broke the frame on my faithful     trek       and got an outstanding warranty credit from trek which i spent on a            test rode several trek bikes but really liked the responsiveness of this aluminum carbon mix frame  the power goes straight to the wheel  the shifting is effortless and i go  mph faster over the same course  surprised that the stock wheels could handle my hefty    # weight but they re still true after     miles  saddle is awful so i replaced that immediately  triple crank gives you confidence that you can t find a hill you can t climb  i ve never used the granny yet as the bike climbs effortlessly  though the engine huffs and puffs a bit   all told  an outstanding bike for the price  if you re in the market  test ride it similar products used trek                 pilot,saddle really sucks complain pretty sweet bike broke frame faithful trek got outstanding warranty credit trek spent test rode several trek bikes really liked responsiveness aluminum carbon mix frame power goes straight wheel shifting effortless mph faster course surprised stock wheels could handle hefty weight still true miles saddle awful replaced immediately triple crank gives confidence find hill climb never used granny yet bike climbs effortlessly though engine huffs puffs bit told outstanding bike price market test ride similar products used trek pilot,0.101,0.605,0.293,0.0714285714285714,0.0357142857142857,0.0714285714285714,0.0357142857142857,"['trek', 'bike', 'saddle', 'frame', 'outstanding', 'test', 'pilot', 'sucks', 'complain', 'pretty']"
Trek2100,the cane creek brakes are less than impressive  the brake pads and calipers can use an upgrade to     this is for the      model   i was looking at the       price range which included an ocr    felt f    and a leftover bianchi giro   but i stumbled upon this     model for        and for the components compared to the three bikes above  this was the deal of the century   i m sure at        there would be more brands to look at comparatively  but it was a no brainer at        none of the bikes above had all    the carbon fork  carbon rear stay  carbon seat post   add on that the     components with ultegra rd  then it had me sold  the ride  after riding the giant  and bianchi  the comparison for me was like night and day   every stroke is transferred to power with the       what a difference all the carbon makes   it s the zzr frame with lifetime warranty so this frame will be with me for quite some time   have done     miles thusfar and the wheels are still in tru no problems with the shifting after the break in and minor adjustments   seat has been good to me upto    miles  but it will prob be the first i thing i replace   the bontrager components are known more for their sturdiness than lightness  the bike weighs in for me at    lbs similar products used bianchi giro  giant ocr   schwinn fastback,cane creek brakes less impressive brake pads calipers use upgrade model looking price range included ocr felt leftover bianchi giro stumbled upon model components compared three bikes deal century sure would brands look comparatively brainer none bikes carbon fork carbon rear stay carbon seat post add components ultegra sold ride riding giant bianchi comparison like night day every stroke transferred power difference carbon makes zzr frame lifetime warranty frame quite time done miles thusfar wheels still tru problems shifting break minor adjustments seat good upto miles prob first thing replace bontrager components known sturdiness lightness bike weighs lbs similar products used bianchi giro giant ocr schwinn fastback,0.023,0.884,0.093,0.16,0.04,0.04,0.0,"['bianchi', 'carbon', 'giro', 'components', 'model', 'ocr', 'seat', 'giant', 'frame', 'miles']"
Trek2100,seat could be better  breaking is ok but not great bike is a      model  great on acceleration and a very good climber  modest complement of carbon fiber makes the ride great  corners on a dime  shimano     up front and ultegra in the rear  nice stuff similar products used scwinn super sport ,seat could better breaking great bike model great acceleration good climber modest complement carbon fiber makes ride great corners dime shimano front ultegra rear nice stuff similar products used scwinn super sport,0.0,0.502,0.498,0.0,0.0,0.0,0.0,"['great', 'seat', 'sport', 'breaking', 'bike', 'model', 'acceleration', 'good', 'climber', 'modest']"
Trek2100,carbon fiber crackles a bit under heavy load  like steep hills or hard sprint i ve got the     and it is a great ride for the money  it is a bike that i can go long and be comfortable  but will go fast  depending on the group i might be riding with  i had to replace triathlon bike but decided to go with a bike that could do lots of styles of riding  i put     miles in the first week  usually problems appear fast  but it has been perfect  only   cogs on front  i can t comprehend ever needing a third cog on front     gears on back  two on front are plenty for just about any hill similar products used giant ocr spcialized allez elite,carbon fiber crackles bit heavy load like steep hills hard sprint got great ride money bike long comfortable fast depending group might riding replace triathlon bike decided bike could lots styles riding put miles first week usually problems appear fast perfect cogs front comprehend ever needing third cog front gears back two front plenty hill similar products used giant ocr spcialized allez elite,0.055,0.763,0.182,0.0588235294117647,0.0588235294117647,0.0,0.0,"['front', 'bike', 'fast', 'riding', 'carbon', 'elite', 'fiber', 'crackles', 'bit', 'heavy']"
Trek2100,for a company like trek with such a nice frame you d think they would do better with the seat and drive train  if you can afford it go for all ultegra or better components minimum the trek      is a great frame  the seat is a throw away  swapped the pedels out for a set of look pp     replaced the bontrager front crank within a week for a shimano ultegra front crank  the bontrager race lite wheels are ok but not great  should have bought the trek      or better  but for the money it s hard to beat similar products used cannondale r    ,company like trek nice frame think would better seat drive train afford ultegra better components minimum trek great frame seat throw away swapped pedels set look replaced bontrager front crank within week shimano ultegra front crank bontrager race lite wheels great bought trek better money hard beat similar products used cannondale,0.021,0.646,0.333,0.0,0.1,0.0,0.0,"['front', 'crank', 'trek', 'company', 'cannondale', 'frame', 'seat', 'ultegra', 'great', 'bontrager']"
Trek2100,front derailleur sometimes balky  stock seat not good for anything over    miles the      and i have about       miles together by now  i bought this bike labor day      with the express fantasy of going over trail ridge road in colorado  mission accomplished easily a year later  i wanted a mid price triple with some carbon and higher end components but for budget reasons not all carbon and highest end components  i also looked for orbea velota  bianchi giro  specialized allez elite triple and giant ocr    i ended up with a bike that for my purposes climbs well and takes any challenge i can dish out similar products used first road bike  this is my weekend bike  as i have my ancient gt palomar on a trainer for weekday workouts ,front derailleur sometimes balky stock seat good anything miles miles together bought bike labor day express fantasy going trail ridge road colorado mission accomplished easily year later wanted mid price triple carbon higher end components budget reasons carbon highest end components also looked orbea velota bianchi giro specialized allez elite triple giant ocr ended bike purposes climbs well takes challenge dish similar products used first road bike weekend bike ancient palomar trainer weekday workouts,0.0,0.856,0.144,0.1034482758620689,0.0344827586206896,0.0,0.0,"['bike', 'end', 'components', 'miles', 'road', 'triple', 'carbon', 'front', 'workouts', 'derailleur']"
Trek2100,seat needs replacing i have owned my      for   months  this is my first road bike and during this time i have been getting the serious education on the do s and do nots when it comes to road bicyling  during my travels i have encountered some unbelievable cyclist  since i average about     miles a week this road bike was an excellent choice  i was not as lucky as some of you who purchased your bike with some upgrages  my bike is shimano     all over  after the first   weeks the front derailer needed some adjustments  there is still some unwanted noise and delay when shifting to the front big ring  after that its smooth sailing i have a triple ring and now i don t ever use the granny case ever  even on the steepest hill i can still climb in the second ring  i won t switch to a double because it s not necessary  the only negative i have is that you may have to change the seat  the tires that comes with the bike are the bontrager x lite  it is a good tire for commuting purposes  if you want to go faster than i recommend a much lighter tire  my front tire has lasted over      miles  i have gone through   back tires and now both tires need replacing  i recommend the vred fortezzi  cheap and a decent commuter with speed   overall i would rate this bike excellent for a newbie that intends to get serious  this bike will suit all your needs and more  i am now at a point in my training that i can outride the average riders and give the excellent riders a run for their money  as for the pros     they let me know where i stand within the first half mile before i crack  i still need the work similar products used my first bike ,seat needs replacing owned months first road bike time getting serious education nots comes road bicyling travels encountered unbelievable cyclist since average miles week road bike excellent choice lucky purchased bike upgrages bike shimano first weeks front derailer needed adjustments still unwanted noise delay shifting front big ring smooth sailing triple ring ever use granny case ever even steepest hill still climb second ring switch double necessary negative may change seat tires comes bike bontrager lite good tire commuting purposes want faster recommend much lighter tire front tire lasted miles gone back tires tires need replacing recommend vred fortezzi cheap decent commuter speed overall would rate bike excellent newbie intends get serious bike suit needs point training outride average riders give excellent riders run money pros let know stand within first half mile crack still need work similar products used first bike,0.064,0.783,0.152,0.0666666666666666,0.0444444444444444,0.0666666666666666,0.0222222222222222,"['bike', 'road', 'excellent', 'front', 'ring', 'replacing', 'tires', 'tire', 'seat', 'average']"
Trek2100,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,[]
Trek2100,stock shimano pedals are junk mine blew apart after   miles  i would recommend upgrading them before you leave the bikeshop i had been shopping for a bike in the           dollar price category that would perform well enough for the recreational racer but comfortable enough for everyday riding  my previous bike was a      cannondale r    with shimano sora groupo  i purchased that bike new as an entry level racer and started riding and it got me buy for a few years i logged roughly       miles on the old caad   and was looking to upgrade  i looked at the cost to upgrade the old bike and it just was not cost effective  after looking at all the different brands in my price range i had narrowed it down to the cannondale r     giant tcr alloy and the trek            i wanted a bike with at least shimano     and ultimately decided on the    trek       i don t know why but my trek      came with ultegra shifters ultegra rear derailier     front and     brakes     cranks  i am guessing that it was a late in the year upgrade because the equipment is more comparable to that found on the    trek       after riding the trek      i was overwhelmed at how smooth it rode how fast it picked up speed and how buttery smooth the shifting was basically it made my old cannondale feel like a brick  what a difference the carbon fork and seat stays make in the ride   overall i really can t complain about anything  it really gives you a taste for what the really high end bikes feel like without breaking the bank  it is race worthy comfortable and an absolute bargain   as stated previously my bike came with some significant upgrades compared to earlier released      s  so if you are fortunate enough to find one with the ultegra flight deck  then look no further if not start shopping for the    trek      similar products used cannondale r    giant tcr alloy specialized allez elite giant ocr c ,stock shimano pedals junk mine blew apart miles would recommend upgrading leave bikeshop shopping bike dollar price category would perform well enough recreational racer comfortable enough everyday riding previous bike cannondale shimano sora groupo purchased bike new entry level racer started riding got buy years logged roughly miles old caad looking upgrade looked cost upgrade old bike cost effective looking different brands price range narrowed cannondale giant tcr alloy trek wanted bike least shimano ultimately decided trek know trek came ultegra shifters ultegra rear derailier front brakes cranks guessing late year upgrade equipment comparable found trek riding trek overwhelmed smooth rode fast picked speed buttery smooth shifting basically made old cannondale feel like brick difference carbon fork seat stays make ride overall really complain anything really gives taste really high end bikes feel like without breaking bank race worthy comfortable absolute bargain stated previously bike came significant upgrades compared earlier released fortunate enough find one ultegra flight deck look start shopping trek similar products used cannondale giant tcr alloy specialized allez elite giant ocr,0.021,0.825,0.154,0.0576923076923076,0.0192307692307692,0.0769230769230769,0.0,"['trek', 'bike', 'cannondale', 'giant', 'tcr', 'shimano', 'riding', 'ultegra', 'upgrade', 'alloy']"
Trek2100,weightmsrp pricingafter a few months of seacrhing i finally ran into this bike at my lbs while getting a wheel trued  i was lucky enough to pick it up     off msrp as it had already been raced twice  overall this bike is amazing  the carbon fork and seatstays eat up the road and give the bike an unbelievable amount of handling  i have fallen in love with the ride which is smoother and faster than anything else i ve ever been on  i am not sure however if this bike would have stayed competitive in its original price range  but if you are able to get it at a markdown you ll have trouble beating the component and frame quality  i was also a little iffy on the bontrager components at first having never really delt with them  but after riding them would put rate them exactly the same if not better than other brands  especially the external bb race lite cranks which feel stiffer even then fsa gossamers  the bike is a little heavier than some models at around    lbs  for a   cm  but you would never know the difference while riding because of the quality of the frame  i srtongly recommend this bike especially to beginners looking to take their next step up similar products used giant tcr  cannondale r    specialized allez sport,weightmsrp pricingafter months seacrhing finally ran bike lbs getting wheel trued lucky enough pick msrp already raced twice overall bike amazing carbon fork seatstays eat road give bike unbelievable amount handling fallen love ride smoother faster anything else ever sure however bike would stayed competitive original price range able get markdown trouble beating component frame quality also little iffy bontrager components first never really delt riding would put rate exactly better brands especially external race lite cranks feel stiffer even fsa gossamers bike little heavier models around lbs would never know difference riding quality frame srtongly recommend bike especially beginners looking take next step similar products used giant tcr cannondale specialized allez sport,0.061,0.757,0.182,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0476190476190476,"['bike', 'lbs', 'frame', 'quality', 'riding', 'weightmsrp', 'sport', 'pricingafter', 'months', 'seacrhing']"
Trek2100,the saddle s horriblethis review is for a      model this is a great ride  it s light and comfortable   the carbon stays help to take the edge off the road  but you still know it s there  this is something i like   well worth the cost similar products used      specialized allez       giant ocr ,saddle horriblethis review model great ride light comfortable carbon stays help take edge road still know something like well worth cost similar products used specialized allez giant ocr,0.0,0.57,0.43,0.3333333333333333,0.0,0.0,0.0,"['saddle', 'ocr', 'horriblethis', 'review', 'model', 'great', 'ride', 'light', 'comfortable', 'carbon']"
Trek2100,brake pads  color  decals  unsealed hubsi ve put      miles on this bike now so i believe i can give it a proper review  i m a   ft     pound rider and i ve had no problems with the select wheels  i wanted a bike with a good frame that was upgradeable and this is it  the bike is light for its price and climbs well  i ve had no problems with the crank or the front derailer  it does creak when climbing out of the saddle  brake pads should definitely be switched out  i ve hit    mph downhill and the bike handled well  the bike is easily upgradeable ,brake pads color decals unsealed hubsi put miles bike believe give proper review pound rider problems select wheels wanted bike good frame upgradeable bike light price climbs well problems crank front derailer creak climbing saddle brake pads definitely switched hit mph downhill bike handled well bike easily upgradeable,0.092,0.7,0.208,0.0,0.1666666666666666,0.0,0.0,"['bike', 'brake', 'pads', 'problems', 'upgradeable', 'color', 'decals', 'unsealed', 'hubsi', 'put']"
Trek2100,maybe brakesi recently moved from the washington dc area to san jose ca  and i had to find a new spoort since there isn t much local white water kayaking  i saw that there were lots of road bikers and lots of bike lanes so i dusted off my old mtb and started biking     mi later i decided that it was time to start looking for my first road bike  i m           lbs  i wanted to spend about       and would love to have carbon fiber  i usually shoot for about    mi a week  and might like to try a triathlon  i tried giant ocr composite    too small felt like i was riding a clown bike  asked the bike shop if i could try a longer stem    they said they didn t have any  that shop was out   next was sepcialized  didn t really like the way they felt  tried a couple of lemonds  better but still too small  klein reve w  spa  nice but not quite right  then the trek       the geomerty was right and the carbon was a dream  but the price was a nightmere  so i settled on the      w  ultrega rd and am very happy  so far after about    mi i have no complaints  it is so fast  and light  compared to mtb w  slicks  and stable at speeds  the carbon fork does a good job at filtering road hum and the rear carbon seat stay is nice too  the     drive train was the level that i wanted  the ultegra rd was a nice suprise  the brakes could be better  i think that i might swich out brake pads in a bit  also the seat seems a bit soft  the lbs couldn t have been more helpful  i tried a lot of bikes  i even had my wife get a bike from them  trek      fx disk   value       wasn t free or on     off saleovereall       a full carbon would be a  similar products used     specialized rockhoppertried giant ocr comp  specialized allez  roubixlemond poprad  versaillesklein reve w  spa,maybe brakesi recently moved washington area san jose find new spoort since much local white water kayaking saw lots road bikers lots bike lanes dusted old mtb started biking later decided time start looking first road bike lbs wanted spend would love carbon fiber usually shoot week might like try triathlon tried giant ocr composite small felt like riding clown bike asked bike shop could try longer stem said shop next sepcialized really like way felt tried couple lemonds better still small klein reve spa nice quite right trek geomerty right carbon dream price nightmere settled ultrega happy far complaints fast light compared mtb slicks stable speeds carbon fork good job filtering road hum rear carbon seat stay nice drive train level wanted ultegra nice suprise brakes could better think might swich brake pads bit also seat seems bit soft lbs helpful tried lot bikes even wife get bike trek disk value free saleovereall full carbon would similar products used specialized rockhoppertried giant ocr comp specialized allez roubixlemond poprad versaillesklein reve spa,0.025,0.754,0.221,0.0625,0.0208333333333333,0.0,0.0,"['bike', 'carbon', 'road', 'nice', 'giant', 'ocr', 'reve', 'spa', 'lots', 'mtb']"
Trek2100,flexy in larger size  alittle heavy for the price i have had the oportunity to ride and race an    trek      for over   months now  i was orginally looking for a durable bike with carbon stays that was relativly lite  most importantly i wanted to the biek to survive a crash at    mph  say criterium   i was a little afraid of a full carbon frame for this application so the      fit the bill  the bike originally came equiped with ultegra     drivetrain with a isis race lite triple crankset  the bike is a    cm model with a race     mm stem and     mm cranks  i had no interntions of keeping the bike stock  in stock form the bike is very responsive and reasonably lite for its size  it is quite regid  read my notes on racing  but a little flexy at rediciously high speeds  the drivetrain worked well for a triple but was a little rough at times  about   months into having the bike i was hit by a car while on a training ride  the bike and myself went down hard  i was hurt rather badly but the bike did not revieve any significant damage  upon tear down we found the frame untouched but the shifters and crankset were distroyed  the wheelset  which was race x lite areo from new  was un touched  we did find a defect in the original crankset  the carnk arm was laterially twisted  and bontrager replaced the entire crankset  after the crash the bike was built with the same race lite crankset with a          triple which performed well  we had to go to a dura ace triple front deraileur to make it work  i can say it was an increadle ratio in a triple  after my first criterium of the season we swaped out the entire drive train for dura ace    double with     mm crankarms  with a new saddle and seatpost the bike weighted in at      pounds  that is   pounds less than stock   during racing the bike is increadably stiff  my major issue is the flex in the carbon stays are very high speed out of the saddle  while it is notible it does not make a huge difference in power  it is kind off annoying at high speeds though  of course the flexing occurs at over    mph which sprinting out of the saddle in high        and        gearing similar products used trek             cannondale r      r      giant ocr   tcr many others ,flexy larger size alittle heavy price oportunity ride race trek months orginally looking durable bike carbon stays relativly lite importantly wanted biek survive crash mph say criterium little afraid full carbon frame application fit bill bike originally came equiped ultegra drivetrain isis race lite triple crankset bike model race stem cranks interntions keeping bike stock stock form bike responsive reasonably lite size quite regid read notes racing little flexy rediciously high speeds drivetrain worked well triple little rough times months bike hit car training ride bike went hard hurt rather badly bike revieve significant damage upon tear found frame untouched shifters crankset distroyed wheelset race lite areo new touched find defect original crankset carnk arm laterially twisted bontrager replaced entire crankset crash bike built race lite crankset triple performed well dura ace triple front deraileur make work say increadle ratio triple first criterium season swaped entire drive train dura ace double crankarms new saddle seatpost bike weighted pounds pounds less stock racing bike increadably stiff major issue flex carbon stays high speed saddle notible make huge difference power kind annoying high speeds though course flexing occurs mph sprinting saddle high gearing similar products used trek cannondale giant ocr tcr many others,0.095,0.811,0.094,0.1020408163265306,0.1020408163265306,0.1020408163265306,0.0408163265306122,"['bike', 'race', 'lite', 'high', 'triple', 'crankset', 'carbon', 'stock', 'saddle', 'speeds']"
